Management,PROPN,conj,Assurance,E-SKILL
",",PUNCT,punct,Management,O
Testing,NOUN,ROOT,Testing,S-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
in,ADP,prep,Ability,O
Automation,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Automation,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Automation,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,appos,Automation,E-SKILL
0,0,0,0,0
Knowledge,NOUN,ROOT,Knowledge,S-LEVEL
in,ADP,prep,Knowledge,O
Web,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Applications,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Automation,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,conj,Automation,E-SKILL
0,0,0,0,0
Proficiency,PROPN,nmod,Analysis,S-LEVEL
of,ADP,prep,Proficiency,O
Requirements,PROPN,pobj,of,B-SKILL
Analysis,PROPN,ROOT,Analysis,E-SKILL
",",PUNCT,punct,Analysis,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,Analysis,E-SKILL
",",PUNCT,punct,Engineering,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,appos,Analysis,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
in,ADP,prep,Strong,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Applications,O
Testing,PROPN,conj,Applications,S-SKILL
",",PUNCT,punct,Testing,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,dobj,Strong,E-SKILL
0,0,0,0,0
Good,ADJ,ROOT,Good,S-LEVEL
of,ADP,prep,Good,O
Automation,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Automation,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,conj,Automation,E-SKILL
",",PUNCT,punct,Cases,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,appos,Good,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
at,ADP,prep,Strong,O
Linq,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Linq,O
AgularJS,PROPN,appos,Linq,S-SKILL
",",PUNCT,punct,Linq,O
C++,PROPN,appos,Linq,S-SKILL
0,0,0,0,0
Intermediate,PROPN,ROOT,Intermediate,S-LEVEL
of,ADP,prep,Intermediate,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Management,O
Testing,PROPN,conj,Management,S-SKILL
",",PUNCT,punct,Testing,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,conj,Testing,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
at,ADP,prep,experience,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,pobj,at,E-SKILL
",",PUNCT,punct,Cases,O
SDLC,PROPN,conj,Cases,S-SKILL
",",PUNCT,punct,SDLC,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,dobj,experience,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
at,ADP,prep,experience,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,pobj,at,E-SKILL
",",PUNCT,punct,Cases,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Cases,E-SKILL
",",PUNCT,punct,Management,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Management,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
at,ADP,prep,Strong,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Methodologies,O
Web,NOUN,compound,Applications,B-SKILL
Applications,PROPN,conj,Methodologies,E-SKILL
",",PUNCT,punct,Applications,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,conj,Applications,E-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
at,ADP,prep,experiences,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Management,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Management,E-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
of,ADP,prep,Understanding,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Assurance,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,conj,Assurance,E-SKILL
",",PUNCT,punct,Applications,O
Automation,NOUN,appos,Applications,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
of,ADP,prep,Understanding,O
AgularJS,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,AgularJS,O
Java,PROPN,npadvmod,AgularJS,S-SKILL
",",PUNCT,punct,Java,O
ReactJS,PROPN,appos,Java,S-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
at,ADP,prep,experiences,O
AgularJS,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,experiences,O
CSS,NOUN,appos,experiences,S-SKILL
",",PUNCT,punct,CSS,O
MVC,PROPN,appos,CSS,S-SKILL
0,0,0,0,0
Intermediate,PROPN,ROOT,Intermediate,S-LEVEL
of,ADP,prep,Intermediate,O
Javascript,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Javascript,O
ReactJS,PROPN,appos,Javascript,S-SKILL
",",PUNCT,punct,Javascript,O
HTML,PROPN,appos,Javascript,S-SKILL
0,0,0,0,0
Good,ADJ,ROOT,Good,S-LEVEL
of,ADP,prep,Good,O
C++,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,C++,O
Python,PROPN,npadvmod,C++,S-SKILL
",",PUNCT,punct,Python,O
C#,PROPN,punct,Good,S-SKILL
0,0,0,0,0
Solid,ADJ,advcl,Management,S-LEVEL
in,ADP,prep,Solid,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Management,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,ROOT,Management,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
at,ADP,prep,experience,O
Bootstrap,NOUN,pobj,at,S-SKILL
",",PUNCT,punct,Bootstrap,O
CSS,NOUN,conj,Bootstrap,S-SKILL
",",PUNCT,punct,CSS,O
HTML,NOUN,npadvmod,experience,B-SKILL
5,NUM,nummod,HTML,E-SKILL
0,0,0,0,0
Proficiency,PROPN,ROOT,Proficiency,S-LEVEL
of,ADP,prep,Proficiency,O
Automation,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Analysis,O
Requirements,PROPN,compound,Analysis,B-SKILL
Analysis,PROPN,appos,Proficiency,E-SKILL
",",PUNCT,punct,Analysis,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,appos,Analysis,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
at,ADP,prep,Ability,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Assurance,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,Assurance,E-SKILL
",",PUNCT,punct,Automation,O
Web,NOUN,compound,Applications,B-SKILL
Applications,NOUN,conj,Automation,E-SKILL
0,0,0,0,0
Strong,ADJ,advmod,Management,S-LEVEL
at,ADP,prep,Strong,O
Scrum,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Scrum,O
SDLC,PROPN,appos,Scrum,S-SKILL
",",PUNCT,punct,Management,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,ROOT,Management,E-SKILL
0,0,0,0,0
Good,ADJ,ROOT,Good,S-LEVEL
in,ADP,prep,Good,O
Python,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Python,O
HTML,PROPN,appos,Python,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
Python,PROPN,appos,Python,S-SKILL
0,0,0,0,0
Advanced,VERB,ROOT,Advanced,S-LEVEL
at,ADP,prep,Advanced,O
CMMI,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,CMMI,O
SDLC,PROPN,conj,CMMI,S-SKILL
",",PUNCT,punct,SDLC,O
Testing,NOUN,npadvmod,Advanced,S-SKILL
0,0,0,0,0
Solid,ADJ,ROOT,Solid,S-LEVEL
of,ADP,prep,Solid,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Applications,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,conj,Applications,E-SKILL
",",PUNCT,punct,Cases,O
Test,NOUN,compound,Cases,B-SKILL
Cases,NOUN,dobj,Solid,E-SKILL
0,0,0,0,0
Advanced,VERB,ROOT,Advanced,S-LEVEL
at,ADP,prep,Advanced,O
AgularJS,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,AgularJS,O
JQuery,PROPN,nmod,ExpressJS,S-SKILL
",",PUNCT,punct,JQuery,O
ExpressJS,PROPN,appos,AgularJS,S-SKILL
0,0,0,0,0
Intermediate,PROPN,nmod,Testing,S-LEVEL
at,ADP,prep,Intermediate,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Engineering,O
Automation,PROPN,conj,Engineering,S-SKILL
",",PUNCT,punct,Automation,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,ROOT,Testing,E-SKILL
0,0,0,0,0
Good,ADJ,advcl,Management,S-LEVEL
at,ADP,prep,Good,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Management,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,ROOT,Management,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,appos,Management,E-SKILL
0,0,0,0,0
Solid,ADJ,ROOT,Solid,S-LEVEL
of,ADP,prep,Solid,O
MVC,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,MVC,O
HTML,PROPN,npadvmod,Solid,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
MVC,PROPN,appos,HTML,S-SKILL
0,0,0,0,0
Proficiency,NOUN,ROOT,Proficiency,S-LEVEL
in,ADP,prep,Proficiency,O
Testing,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Testing,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Engineering,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,appos,Testing,E-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
at,ADP,prep,experiences,O
Testing,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Testing,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Development,O
SDLC,PROPN,conj,Development,S-SKILL
0,0,0,0,0
Work,VERB,ROOT,Work,B-LEVEL
effectively,ADV,advmod,Work,E-LEVEL
at,ADP,prep,Work,O
JQuery,NOUN,pobj,at,S-SKILL
",",PUNCT,punct,JQuery,O
ExpressJS,PROPN,appos,JQuery,S-SKILL
",",PUNCT,punct,ExpressJS,O
AgularJS,PROPN,npadvmod,Work,S-SKILL
0,0,0,0,0
Solid,ADJ,ROOT,Solid,S-LEVEL
at,ADP,prep,Solid,O
Web,NOUN,compound,Applications,B-SKILL
Applications,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Applications,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,pobj,at,E-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
of,ADP,prep,Excellent,O
Test,PROPN,compound,Cases,B-SKILL
Cases,NOUN,pobj,of,E-SKILL
",",PUNCT,punct,Excellent,O
Automated,PROPN,compound,Testing,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,conj,Excellent,E-SKILL
",",PUNCT,punct,Testing,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,appos,Testing,E-SKILL
0,0,0,0,0
Solid,ADJ,ROOT,Solid,S-LEVEL
at,ADP,prep,Solid,O
Requirements,PROPN,compound,Analysis,B-SKILL
Analysis,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Analysis,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,conj,Analysis,E-SKILL
",",PUNCT,punct,Methodologies,O
SDLC,PROPN,appos,Methodologies,S-SKILL
0,0,0,0,0
Knowledge,NOUN,nsubj,C#,S-LEVEL
at,ADP,prep,Knowledge,O
HTML,PROPN,pobj,at,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
C#,PROPN,ROOT,C#,S-SKILL
0,0,0,0,0
Knowledge,NOUN,ROOT,Knowledge,S-LEVEL
of,ADP,prep,Knowledge,O
Automation,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Automation,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Testing,O
Test,PROPN,compound,Management,B-SKILL
Management,NOUN,conj,Testing,E-SKILL
0,0,0,0,0
Proficiency,PROPN,ROOT,Proficiency,S-LEVEL
of,ADP,prep,Proficiency,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Analysis,O
Requirements,PROPN,compound,Analysis,B-SKILL
Analysis,PROPN,appos,Proficiency,E-SKILL
",",PUNCT,punct,Analysis,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,appos,Analysis,E-SKILL
0,0,0,0,0
Passionate,ADJ,nmod,responsibility,S-SKILL
",",PUNCT,punct,responsibility,O
high,ADJ,amod,responsibility,B-SKILL
responsibility,NOUN,ROOT,responsibility,E-SKILL
",",PUNCT,punct,responsibility,O
Passionate,ADJ,appos,responsibility,S-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
at,ADP,prep,Excellent,O
Agile,PROPN,compound,Methodologies,B-SKILL
Methodologies,PROPN,pobj,at,E-SKILL
",",PUNCT,punct,Methodologies,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,Methodologies,E-SKILL
",",PUNCT,punct,Engineering,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,dobj,Excellent,E-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
of,ADP,prep,Understanding,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Management,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,Assurance,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,appos,Management,E-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
in,ADP,prep,Understanding,O
Python,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Python,O
Python,PROPN,conj,Python,S-SKILL
",",PUNCT,punct,Python,O
MVC,PROPN,appos,Python,S-SKILL
0,0,0,0,0
Knowledge,NOUN,ROOT,Knowledge,S-LEVEL
at,ADP,prep,Knowledge,O
HTML,PROPN,pobj,at,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
C#,PROPN,nmod,ExpressJS,S-SKILL
",",PUNCT,punct,C#,O
ExpressJS,PROPN,appos,HTML,S-SKILL
0,0,0,0,0
Understanding,VERB,ROOT,Understanding,S-LEVEL
in,ADP,prep,Understanding,O
Web,NOUN,compound,Applications,B-SKILL
Applications,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Applications,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,conj,Applications,E-SKILL
",",PUNCT,punct,Assurance,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,dobj,Understanding,E-SKILL
0,0,0,0,0
Proficiency,NOUN,ROOT,Proficiency,S-LEVEL
of,ADP,prep,Proficiency,O
SDLC,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,SDLC,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,SDLC,E-SKILL
",",PUNCT,punct,Engineering,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Engineering,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
at,ADP,prep,Ability,O
Scrum,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Scrum,O
Automated,PROPN,compound,Software,B-SKILL
Software,PROPN,compound,Testing,M-SKILL
Testing,PROPN,conj,Scrum,E-SKILL
",",PUNCT,punct,Testing,O
Automation,NOUN,appos,Testing,S-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
of,ADP,prep,experiences,O
Scrum,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Scrum,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,conj,Scrum,E-SKILL
",",PUNCT,punct,Applications,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,conj,Applications,E-SKILL
0,0,0,0,0
Work,VERB,ROOT,Work,B-LEVEL
effectively,ADV,advmod,Work,E-LEVEL
in,ADP,prep,Work,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,Management,O
Automation,NOUN,conj,Management,S-SKILL
0,0,0,0,0
Solid,ADJ,ROOT,Solid,S-LEVEL
in,ADP,prep,Solid,O
Test,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Management,O
SDLC,PROPN,conj,Management,S-SKILL
",",PUNCT,punct,SDLC,O
Test,PROPN,compound,Automation,B-SKILL
Automation,NOUN,appos,Management,E-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
in,ADP,prep,experience,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Assurance,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,conj,Assurance,E-SKILL
",",PUNCT,punct,Testing,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Testing,E-SKILL
0,0,0,0,0
Excellent,ADJ,nmod,Management,S-LEVEL
of,ADP,prep,Excellent,O
System,PROPN,compound,Testing,B-SKILL
Testing,PROPN,pobj,of,E-SKILL
",",PUNCT,punct,Testing,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Applications,O
Software,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,ROOT,Management,E-SKILL
0,0,0,0,0
Strong,ADJ,ROOT,Strong,S-LEVEL
at,ADP,prep,Strong,O
Automation,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Automation,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,conj,Management,E-SKILL
0,0,0,0,0
Solid,ADJ,ROOT,Solid,S-LEVEL
at,ADP,prep,Solid,O
Automation,PROPN,pobj,at,S-SKILL
",",PUNCT,punct,Automation,O
Test,PROPN,compound,Automation,B-SKILL
Automation,PROPN,conj,Automation,E-SKILL
",",PUNCT,punct,Automation,O
Web,NOUN,compound,Applications,B-SKILL
Applications,NOUN,conj,Automation,E-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
in,ADP,prep,experiences,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Assurance,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,conj,Assurance,E-SKILL
",",PUNCT,punct,Assurance,O
Test,PROPN,compound,Management,B-SKILL
Management,NOUN,pobj,in,E-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
at,ADP,prep,Excellent,O
ASP.NET,NOUN,pobj,at,S-SKILL
",",PUNCT,punct,ASP.NET,O
Java,PROPN,conj,ASP.NET,S-SKILL
",",PUNCT,punct,Java,O
Python,PROPN,appos,Java,S-SKILL
0,0,0,0,0
Depth,NOUN,compound,experience,B-LEVEL
experience,NOUN,ROOT,experience,E-LEVEL
in,ADP,prep,experience,O
Quality,PROPN,compound,Assurance,B-SKILL
Assurance,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Assurance,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,conj,Assurance,E-SKILL
",",PUNCT,punct,Development,O
Mobile,PROPN,compound,Applications,B-SKILL
Applications,PROPN,dobj,experience,E-SKILL
0,0,0,0,0
ReactJS,PROPN,ROOT,ReactJS,S-SKILL
",",PUNCT,punct,ReactJS,O
HTML,PROPN,appos,ReactJS,B-SKILL
5,NUM,nummod,HTML,E-SKILL
",",PUNCT,punct,HTML,O
HTML,NOUN,conj,HTML,B-SKILL
5,NUM,nummod,HTML,E-SKILL
0,0,0,0,0
Ability,NOUN,ROOT,Ability,S-LEVEL
of,ADP,prep,Ability,O
Testing,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Testing,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,conj,Testing,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Development,B-SKILL
Development,PROPN,appos,Ability,E-SKILL
0,0,0,0,0
Intermediate,PROPN,nmod,Management,S-LEVEL
in,ADP,prep,Intermediate,O
Project,PROPN,compound,Management,B-SKILL
Management,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Management,O
Software,PROPN,compound,Engineering,B-SKILL
Engineering,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,Engineering,O
Team,PROPN,compound,Management,B-SKILL
Management,PROPN,ROOT,Management,E-SKILL
0,0,0,0,0
Advanced,ADJ,ROOT,Advanced,S-LEVEL
in,ADP,prep,Advanced,O
Javascript,PROPN,pobj,in,S-SKILL
",",PUNCT,punct,Javascript,O
CSS,NOUN,conj,Javascript,S-SKILL
",",PUNCT,punct,CSS,O
C++,PROPN,conj,CSS,S-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
of,ADP,prep,Excellent,O
Javascript,PROPN,pobj,of,S-SKILL
",",PUNCT,punct,Javascript,O
ExpressJS,PROPN,appos,Javascript,S-SKILL
",",PUNCT,punct,ExpressJS,O
C#,PROPN,npadvmod,Excellent,S-SKILL
0,0,0,0,0
Excellent,ADJ,ROOT,Excellent,S-LEVEL
in,ADP,prep,Excellent,O
Software,PROPN,compound,Assurance,B-SKILL
Quality,PROPN,compound,Assurance,M-SKILL
Assurance,PROPN,pobj,in,E-SKILL
",",PUNCT,punct,Assurance,O
SDLC,PROPN,conj,Assurance,S-SKILL
",",PUNCT,punct,Assurance,O
Agile,PROPN,compound,Management,B-SKILL
Project,PROPN,compound,Management,M-SKILL
Management,PROPN,dobj,Excellent,E-SKILL
0,0,0,0,0
Strong,ADJ,amod,experiences,B-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
