LANGUAGES,NOUN,ROOT,LANGUAGES,O
and,CCONJ,cc,Language,O
Scripting:,PROPN,nummod,ASP.NET,O
"C#,",PROPN,compound,ASP.NET,O
ASP.NET,NOUN,conj,Language,S-SKILL
",",PUNCT,punct,ASP.NET,O
Javascript,NOUN,appos,ASP.NET,S-SKILL
.,PUNCT,punct,Language,O
0,0,0,0,0
•,PUNCT,ROOT,•,O
Frameworks:,PROPN,ROOT,Frameworks:,O
.NET,PUNCT,punct,Frameworks:,B-SKILL
"2.0,",NUM,ROOT,"2.0,",M-SKILL
3.5,NUM,nummod,"2.0,",E-SKILL
.,PUNCT,punct,"2.0,",O
0,0,0,0,0
•,NOUN,ROOT,•,O
Operating,VERB,acl,•,O
Systems:,PROPN,ROOT,Systems:,O
Windows,PROPN,compound,"9x,",B-SKILL
"9x,",NUM,npadvmod,XP,M-SKILL
"2000,",NUM,nummod,"9x,",M-SKILL
"2003,",NUM,nummod,XP,M-SKILL
"2008,",NUM,nummod,XP,M-SKILL
XP,PROPN,ROOT,XP,E-SKILL
.,PUNCT,punct,XP,O
0,0,0,0,0
•,PUNCT,ROOT,•,O
Databases:,PROPN,compound,Server,O
MSSQL,PROPN,compound,Server,B-SKILL
Server,PROPN,ROOT,Server,M-SKILL
2000,NUM,nummod,Server,M-SKILL
2005,NUM,ROOT,2005,M-SKILL
2008,NUM,nummod,2005,E-SKILL
.,PUNCT,punct,2005,O
0,0,0,0,0
•,PROPN,compound,Technology,O
Technology,PROPN,ROOT,Technology,O
and,CCONJ,cc,Technology,O
Flatform:,NOUN,compound,MOSS2007,O
MOSS2007,ADV,conj,Technology,S-SKILL
.,PUNCT,punct,Technology,O
0,0,0,0,0
•,PROPN,compound,Analysis,O
Analysis,PROPN,ROOT,Analysis,O
and,CCONJ,cc,Analysis,O
Design,PROPN,conj,Analysis,O
Tools:,PROPN,compound,UML,O
UML,PROPN,conj,Analysis,S-SKILL
",",PUNCT,punct,Analysis,O
Rational,PROPN,compound,Rose,B-SKILL
Rose,PROPN,npadvmod,Analysis,E-SKILL
0,0,0,0,0
•,PROPN,compound,Management,O
Configuration,PROPN,compound,Management,O
Management,PROPN,ROOT,Management,O
Tools:,PROPN,nummod,Safe,O
Visual,ADJ,compound,Source,B-SKILL
Source,PROPN,compound,Safe,M-SKILL
Safe,PROPN,appos,Management,E-SKILL
",",PUNCT,punct,Management,O
Tortoise,PROPN,compound,SVN,B-SKILL
SVN,PROPN,conj,Management,E-SKILL
",",PUNCT,punct,SVN,O
Subversion,PROPN,appos,SVN,S-SKILL
.,PUNCT,punct,Management,O
0,0,0,0,0
•,PROPN,ROOT,•,O
Tracking,PROPN,acl,•,O
Tools:,PROPN,compound,Bugzilla,O
Bugzilla,PROPN,dobj,Tracking,S-SKILL
.,PUNCT,punct,•,O
0,0,0,0,0
•,PUNCT,ROOT,•,O
Other,ADJ,advmod,Studio,O
tools:,ADJ,compound,Studio,O
Expression,PROPN,compound,Studio,B-SKILL
Studio,PROPN,nsubj,•,E-SKILL
",",PUNCT,punct,Studio,O
Remote,PROPN,compound,desktop,B-SKILL
desktop,NOUN,conj,Studio,E-SKILL
",",PUNCT,punct,desktop,O
VPN,PROPN,conj,desktop,S-SKILL
",",PUNCT,punct,VPN,O
MS,PROPN,compound,Machine,B-SKILL
Virtual,ADJ,compound,Machine,M-SKILL
Machine,NOUN,conj,VPN,M-SKILL
2007,NUM,npadvmod,Studio,E-SKILL
",",PUNCT,punct,Studio,O
Filezilla,PROPN,appos,Studio,S-SKILL
0,0,0,0,0
Languages,NOUN,ROOT,Languages,O
0,0,0,0,0
,PROPN,ROOT,,O
English,PROPN,ROOT,English,S-LEVEL
Fairly,ADV,advmod,Good,B-SKILL
Good,ADJ,ROOT,Good,E-SKILL
0,0,0,0,0
,PROPN,compound,Vietnamese,O
Vietnamese,NOUN,ROOT,Vietnamese,S-SKILL
:,PUNCT,punct,Vietnamese,O
Native,ADJ,appos,Vietnamese,S-LEVEL
0,0,0,0,0
PROFILE,PROPN,ROOT,PROFILE,O
0,0,0,0,0
•,NOUN,ROOT,•,O
2,NUM,nummod,years,B-LEVEL
years,NOUN,npadvmod,•,E-LEVEL
of,ADP,prep,years,O
strong,ADJ,amod,experience,O
.Net,NOUN,punct,experience,S-SKILL
experience,NOUN,pobj,of,O
0,0,0,0,0
•,PUNCT,compound,Analysing,O
Analysing,NOUN,ROOT,Analysing,B-SKILL
and,CCONJ,cc,Analysing,M-SKILL
Designing,PROPN,compound,Object,M-SKILL
Object,PROPN,conj,Analysing,M-SKILL
–,PROPN,nsubj,Analysing,M-SKILL
Orient,NOUN,dobj,Analysing,E-SKILL
0,0,0,0,0
•,PUNCT,nmod,experiences,O
Nearly,ADV,advmod,6,O
6,NUM,nummod,month,B-LEVEL
month,NOUN,nmod,experiences,M-LEVEL
working,NOUN,amod,experiences,M-LEVEL
experiences,NOUN,ROOT,experiences,E-LEVEL
with,ADP,prep,experiences,O
SharePoint,PROPN,pobj,with,S-SKILL
0,0,0,0,0
SKILLS,NOUN,ROOT,SKILLS,O
0,0,0,0,0
•,PROPN,compound,Languages,O
Languages,PROPN,ROOT,Languages,O
and,CCONJ,cc,Languages,O
Scripting:,PROPN,nummod,VB,O
VB,PROPN,conj,Languages,S-SKILL
",",PUNCT,punct,VB,O
"C#,",PROPN,compound,Java,O
Java,PROPN,conj,VB,S-SKILL
",",PUNCT,punct,Java,O
Java,PROPN,compound,Script,B-SKILL
Script,PROPN,conj,Java,E-SKILL
",",PUNCT,punct,Script,O
HTML,PROPN,conj,Script,S-SKILL
",",PUNCT,punct,HTML,O
XML,NOUN,appos,HTML,S-SKILL
0,0,0,0,0
•,PUNCT,ROOT,•,O
Operating,VERB,compound,Seven,O
System:,PROPN,compound,Seven,O
Windows,PROPN,compound,Seven,B-SKILL
XP,PROPN,compound,Seven,M-SKILL
Seven,PROPN,ROOT,Seven,E-SKILL
",",PUNCT,punct,Seven,O
Windows,PROPN,compound,Server,B-SKILL
Server,PROPN,appos,Seven,M-SKILL
2003,NUM,nummod,Server,M-SKILL
2008,NUM,nummod,2003,E-SKILL
0,0,0,0,0
•,PUNCT,ROOT,•,O
Database:,PROPN,compound,Server,O
MS,PROPN,compound,Server,B-SKILL
SQL,PROPN,compound,Server,M-SKILL
Server,PROPN,appos,•,M-SKILL
2000,NUM,nummod,Server,M-SKILL
2005,NUM,ROOT,2005,M-SKILL
2008,NUM,appos,2005,E-SKILL
0,0,0,0,0
•,NOUN,compound,IIS,O
Web,NOUN,compound,Servers:,O
Servers:,PROPN,compound,IIS,O
IIS,PROPN,ROOT,IIS,S-SKILL
0,0,0,0,0
•,PROPN,compound,Analysis,O
Analysis,PROPN,ROOT,Analysis,O
and,CCONJ,cc,Analysis,O
Design,PROPN,compound,Tool:,O
Tool:,PROPN,conj,Analysis,O
Microsoft,PROPN,compound,Visio,B-SKILL
Visio,PROPN,ROOT,Visio,E-SKILL
",",PUNCT,punct,Visio,O
Rational,PROPN,compound,Rose,B-SKILL
Rose,PROPN,npadvmod,Visio,E-SKILL
0,0,0,0,0
•,NOUN,compound,patterns,O
patterns,NOUN,ROOT,patterns,O
and,CCONJ,cc,patterns,O
practices:,NOUN,nmod,Client,O
Smart,PROPN,compound,Client,B-SKILL
Client,PROPN,conj,patterns,E-SKILL
0,0,0,0,0
LANGUAGES,NOUN,ROOT,LANGUAGES,O
0,0,0,0,0
English,ADJ,amod,interpreting,S-LEVEL
good,ADJ,amod,interpreting,S-LEVEL
interpreting,NOUN,ROOT,interpreting,O
and,CCONJ,cc,interpreting,O
writing,NOUN,conj,interpreting,O
skills,NOUN,dobj,writing,O
on,ADP,prep,skills,O
specialized,VERB,amod,documents,O
documents,NOUN,pobj,on,O
0,0,0,0,0
Vietnamese,ADJ,ROOT,Vietnamese,S-SKILL
:,PUNCT,punct,Vietnamese,O
Native,ADJ,appos,Vietnamese,S-LEVEL
0,0,0,0,0
ORTHER,PROPN,compound,SKILLS,O
SKILLS,NOUN,ROOT,SKILLS,O
0,0,0,0,0
,PROPN,compound,builder,O
Team,PROPN,compound,builder,B-SKILL
builder,NOUN,ROOT,builder,E-SKILL
or,CCONJ,cc,builder,O
able,ADJ,conj,builder,O
to,PART,aux,work,O
work,VERB,xcomp,able,B-SKILL
independently,ADV,advmod,work,E-SKILL
0,0,0,0,0
,PROPN,nmod,ability,O
Good,ADJ,amod,ability,B-LEVEL
ability,NOUN,ROOT,ability,E-LEVEL
to,PART,aux,self-train,O
self-train,VERB,acl,ability,O
on,ADP,prep,self-train,O
new,ADJ,amod,technologies,O
technologies,NOUN,pobj,on,O
and,CCONJ,cc,self-train,O
to,PART,aux,provide,O
provide,VERB,conj,self-train,O
training,NOUN,dobj,provide,O
to,ADP,prep,training,O
new,ADJ,amod,staff,O
staff,NOUN,pobj,to,O
0,0,0,0,0
,PROPN,nsubj,Have,O
Have,VERB,ROOT,Have,O
knowledge,NOUN,dobj,Have,O
and,CCONJ,cc,knowledge,O
skills,NOUN,conj,knowledge,O
in,ADP,prep,knowledge,O
new,ADJ,amod,technology,O
technology,NOUN,pobj,in,O
like,ADP,prep,Have,O
SCSF,PROPN,compound,factory,B-SKILL
Smart,PROPN,compound,factory,M-SKILL
client,NOUN,compound,software,M-SKILL
software,NOUN,compound,factory,M-SKILL
factory,NOUN,pobj,like,E-SKILL
0,0,0,0,0
,PROPN,ROOT,,O
Strongly,ADV,advmod,in,S-LEVEL
in,ADP,prep,,O
using,VERB,pcomp,in,O
C#,PROPN,nmod,OOP,O
-,PUNCT,punct,OOP,O
OOP,PROPN,nmod,programming,S-SKILL
and,CCONJ,cc,OOP,O
Database,NOUN,conj,OOP,O
programming,NOUN,dobj,using,O
language.,NOUN,punct,,O
0,0,0,0,0
,PROPN,ROOT,,O
Good,ADJ,amod,skills,S-LEVEL
interpersonal,ADJ,amod,skills,O
and,CCONJ,cc,interpersonal,O
team-working,ADJ,conj,interpersonal,S-SKILL
